Gene,start,end,length
G_rfaC~~~rfaC_2~~~rfaC_1,14705521,14707501,990
N_gss_1~~~gss_2~~~gss,14707501,14712695,2597
G_gss_1~~~gss_2~~~gss,14712695,14716445,1875
N_katE~~~katE_2~~~katE_1~~~katE_3,14716445,14722743,3149
G_katE~~~katE_2~~~katE_1~~~katE_3,14722743,14727261,2259
N_yhaK,14727261,14729535,1137
G_yhaK,14729535,14730933,699
N_ssb_1~~~ssb_2~~~ssb,14730933,14737159,3113
G_ssb_1~~~ssb_2~~~ssb,14737159,14738227,534
N_yrdA_1~~~caiE~~~caiE_2~~~yrdA_2,14738227,14738239,6
G_yrdA_1~~~caiE~~~caiE_2~~~yrdA_2,14738239,14739415,588
N_yegS~~~yegS_1,14739415,14749459,5022
G_yegS~~~yegS_1,14749459,14751253,897
N_group_34870,14751253,14755621,2184
G_group_34870,14755621,14756371,375
N_yhdJ~~~yhdJ_1~~~yhdJ_2~~~fis_2~~~fis_1,14756371,14769251,6440
G_yhdJ~~~yhdJ_1~~~yhdJ_2~~~fis_2~~~fis_1,14769251,14771015,882
N_group_32842,14771015,14772213,599
G_group_32842,14772213,14773029,408
N_melA_2~~~melA_1~~~melA,14773029,14794769,10870
G_melA_2~~~melA_1~~~melA,14794769,14797475,1353
N_rlmI_1~~~rlmI_2~~~rlmI,14797475,14798247,386
G_rlmI_1~~~rlmI_2~~~rlmI,14798247,14800707,1230
N_group_32335,14800707,14816965,8129
G_group_32335,14816965,14817511,273
N_group_32190,14817511,14823577,3033
G_group_32190,14823577,14826403,1413
N_group_32150,14826403,14828613,1105
G_group_32150,14828613,14830749,1068
N_yccX~~~yccX_1~~~yccX_2,14830749,14834247,1749
G_yccX~~~yccX_1~~~yccX_2,14834247,14834799,276
N_yjjQ~~~yjjQ_2~~~yjjQ_1,14834799,14847757,6479
G_yjjQ~~~yjjQ_2~~~yjjQ_1,14847757,14849203,723
N_alkA~~~alkA_2~~~alkA_1,14849203,14852203,1500
G_alkA~~~alkA_2~~~alkA_1,14852203,14853913,855
N_ghrA~~~ghrA_2~~~ghrA_1,14853913,14859133,2610
G_ghrA~~~ghrA_2~~~ghrA_1,14859133,14861005,936
N_mgtS,14861005,14861339,167
G_mgtS,14861339,14861891,276
N_mgsA~~~mgsA_2~~~mgsA_1,14861891,14862087,98
G_mgsA~~~mgsA_2~~~mgsA_1,14862087,14862999,456
N_group_38,14862999,14863377,189
G_group_38,14863377,14865993,1308
N_mtgA~~~mtgA_1~~~mtgA_2,14865993,14866455,231
G_mtgA~~~mtgA_1~~~mtgA_2,14866455,14867907,726
N_tdcF~~~tdcF_2~~~tdcF_1,14867907,14867937,15
G_tdcF~~~tdcF_2~~~tdcF_1,14867937,14868711,387
N_ogt~~~ogt_2~~~ogt_1,14868711,14869801,545
G_ogt~~~ogt_2~~~ogt_1,14869801,14870827,513
N_hdeA,14870827,14875171,2172
G_hdeA,14875171,14875831,330
N_melR_1~~~rhaR_2~~~melR_2~~~melR_3,14875831,14884185,4177
G_melR_1~~~rhaR_2~~~melR_2~~~melR_3,14884185,14885997,906
N_group_32831,14885997,14888617,1310
G_group_32831,14888617,14889085,234
N_yccU~~~yccU_2~~~yccU_1,14889085,14891931,1423
G_yccU~~~yccU_2~~~yccU_1,14891931,14892753,411
N_group_32258,14892753,14894851,1049
G_group_32258,14894851,14895973,561
N_glpT_1~~~glpT~~~glpT_2~~~glpT_3,14895973,14907707,5867
G_glpT_1~~~glpT~~~glpT_2~~~glpT_3,14907707,14910419,1356
N_yqeG~~~yqeG_1~~~yqeG_2,14910419,14926843,8212
G_yqeG~~~yqeG_1~~~yqeG_2,14926843,14929363,1260
N_tdcG~~~tdcG_2~~~tdcG_1,14929363,14929509,73
G_tdcG~~~tdcG_2~~~tdcG_1,14929509,14932233,1362
N_yfgG,14932233,14938179,2973
G_yfgG,14938179,14938557,189
N_gadE~~~gadE_1~~~gadE_2,14938557,14940157,800
G_gadE~~~gadE_1~~~gadE_2,14940157,14941207,525
N_group_23188,14941207,14941213,3
G_group_23188,14941213,14943199,993
N_frmR,14943199,14943585,193
G_frmR,14943585,14944131,273
G_kefF_2~~~kefC_1~~~kefF,14944131,14947851,1860
N_cspG~~~ymcF,14947851,14971439,11794
G_cspG~~~ymcF,14971439,14971859,210
N_fdrA_2~~~fdrA_3~~~fdrA_1~~~fdrA_4~~~fdrA,14971859,14979547,3844
G_fdrA_2~~~fdrA_3~~~fdrA_1~~~fdrA_4~~~fdrA,14979547,14982877,1665
N_ybdM~~~ybdM_1~~~ybdM_2~~~ybdM_3~~~ybdM_4,14982877,14983631,377
G_ybdM~~~ybdM_1~~~ybdM_2~~~ybdM_3~~~ybdM_4,14983631,14984885,627
N_mdtE~~~mdtE_2~~~mdtE_1,14984885,14985565,340
G_mdtE~~~mdtE_2~~~mdtE_1,14985565,14987875,1155
N_group_1353,14987875,14989471,798
G_group_1353,14989471,14990113,321
N_pphC~~~pphC_1~~~pphC_2,14990113,14990271,79
G_pphC~~~pphC_1~~~pphC_2,14990271,14991627,678
N_hdeD_2~~~hdeD_1~~~hdeD,14991627,14995213,1793
G_hdeD_2~~~hdeD_1~~~hdeD,14995213,14996359,573
N_hdeB,14996359,14996593,117
G_hdeB,14996593,14998669,1038
N_group_414,14998669,14999303,317
G_group_414,14999303,15000089,393
N_bcsG_2~~~bcsG~~~bcsG_1~~~bcsG_3,15000089,15038397,19154
G_bcsG_2~~~bcsG~~~bcsG_1~~~bcsG_3,15038397,15041751,1677
N_evgA~~~evgA_1~~~evgA_2~~~cheB_1,15041751,15049771,4010
G_evgA~~~evgA_1~~~evgA_2~~~cheB_1,15049771,15050995,612
N_group_10,15050995,15052209,607
G_group_10,15052209,15061515,4653
G_narV_2~~~narV~~~narV_1,15061515,15062871,678
N_group_32467,15062871,15094753,15941
G_group_32467,15094753,15096697,972
N_gudX_1~~~gudX~~~gudX_2,15096697,15096997,150
G_gudX_1~~~gudX~~~gudX_2,15096997,15099673,1338
N_dmlR_3~~~dmlR_1~~~dmlR_5~~~dmlR_2~~~dmlR_4,15099673,15106745,3536
G_dmlR_3~~~dmlR_1~~~dmlR_5~~~dmlR_2~~~dmlR_4,15106745,15108641,948
N_srlR_2~~~srlR_3~~~srlR_4,15108641,15108905,132
G_srlR_2~~~srlR_3~~~srlR_4,15108905,15110447,771
N_ygcS_2~~~ygcS_1~~~ygcS_4~~~fixB_2~~~ygcS_3~~~ygcS_5~~~ygcS,15110447,15111135,344
G_ygcS_2~~~ygcS_1~~~ygcS_4~~~fixB_2~~~ygcS_3~~~ygcS_5~~~ygcS,15111135,15113847,1356
N_frmB~~~frmB_1~~~frmB_2,15113847,15114039,96
G_frmB~~~frmB_1~~~frmB_2,15114039,15115701,831
N_yibH_2~~~yibH_1~~~yibH~~~yibH_3,15115701,15124555,4427
G_yibH_2~~~yibH_1~~~yibH~~~yibH_3,15124555,15126823,1134
N_fnr_2~~~fnr~~~fnr_1,15126823,15127215,196
G_fnr_2~~~fnr~~~fnr_1,15127215,15128715,750
N_dbpA_2~~~dbpA_1~~~dbpA_3~~~dbpA,15128715,15128781,33
G_dbpA_2~~~dbpA_1~~~dbpA_3~~~dbpA,15128781,15131523,1371
N_hsrA_2~~~hsrA_1~~~hsrA~~~mdtD_1,15131523,15131571,24
G_hsrA_2~~~hsrA_1~~~hsrA~~~mdtD_1,15131571,15134421,1425
N_dgcZ~~~dgcZ_1~~~dgcZ_2,15134421,15136485,1032
G_dgcZ~~~dgcZ_1~~~dgcZ_2,15136485,15138303,909
N_yegI~~~yegI_2~~~yegI_1,15138303,15141007,1352
G_yegI~~~yegI_2~~~yegI_1,15141007,15144895,1944
N_yqiJ~~~yqiJ_2~~~yqiJ_1,15144895,15147849,1477
G_yqiJ~~~yqiJ_2~~~yqiJ_1,15147849,15149103,627
G_group_1882,15149103,15153291,2094
N_bcsC_2~~~bcsC_1~~~bcsC~~~bepA_1~~~bcsC_3,15153291,15155001,855
G_bcsC_2~~~bcsC_1~~~bcsC~~~bepA_1~~~bcsC_3,15155001,15161979,3489
N_panC~~~panC_1~~~panC_2,15161979,15162005,13
G_panC~~~panC_1~~~panC_2,15162005,15163703,849
N_group_818,15163703,15163773,35
G_group_818,15163773,15165321,774
N_mdtN~~~mdtN_1~~~mdtN_2,15165321,15176213,5446
G_mdtN~~~mdtN_1~~~mdtN_2,15176213,15179357,1572
N_yddE~~~yddE_1~~~yddE_2~~~yddE_3,15179357,15182143,1393
G_yddE~~~yddE_1~~~yddE_2~~~yddE_3,15182143,15183925,891
N_srlD,15183925,15183935,5
G_srlD,15183935,15185489,777
N_elbB~~~elbB_2~~~elbB_1,15185489,15185951,231
G_elbB~~~elbB_2~~~elbB_1,15185951,15187253,651
N_uspE_2~~~uspE,15187253,15187559,153
G_uspE_2~~~uspE,15187559,15189455,948
N_srlA_1~~~srlA_2~~~srlA,15189455,15213745,12145
G_srlA_1~~~srlA_2~~~srlA,15213745,15214867,561
G_murD_2~~~murD_1~~~murD~~~mraY_2~~~mraY_1~~~mraY,15214867,15217495,1314
N_srlE~~~srlE_2~~~srlE_1,15217495,15241785,12145
G_srlE~~~srlE_2~~~srlE_1,15241785,15243699,957
N_gpt_2~~~gpt~~~gpt_1,15243699,15247851,2076
G_gpt_2~~~gpt~~~gpt_1,15247851,15248811,480
N_recA_1~~~recA_2~~~recA,15248811,15248973,81
G_recA_1~~~recA_2~~~recA,15248973,15251091,1059
N_thi4,15251091,15251271,90
G_thi4,15251271,15253839,1284
N_group_21412,15253839,15270123,8142
G_group_21412,15270123,15270621,249
N_gabP~~~glaR_2~~~gabP_2~~~gabP_1,15270621,15271527,453
G_gabP~~~glaR_2~~~gabP_2~~~gabP_1,15271527,15275703,2088
N_yiaB,15275703,15292189,8243
G_yiaB,15292189,15292933,372
N_rbsR~~~rbsR_1~~~rbsR_2~~~purR_3,15292933,15292961,14
G_rbsR~~~rbsR_1~~~rbsR_2~~~purR_3,15292961,15294941,990
N_flgI~~~flgI_1~~~flgI_2,15294941,15297159,1109
G_flgI~~~flgI_1~~~flgI_2,15297159,15299535,1188
N_dgcM~~~dgcM_1~~~dgcM_2,15299535,15306259,3362
G_dgcM~~~dgcM_1~~~dgcM_2,15306259,15308719,1230
N_pyrD_2~~~pyrD_1~~~pyrD,15308719,15318081,4681
G_pyrD_2~~~pyrD_1~~~pyrD,15318081,15320097,1008
N_group_35112,15320097,15320481,192
G_group_35112,15320481,15321141,330
N_frmA_2~~~frmA_1~~~frmA,15321141,15321213,36
G_frmA_2~~~frmA_1~~~frmA,15321213,15323427,1107
N_yiaW~~~yiaW_1~~~yiaW_2,15323427,15355599,16086
G_yiaW~~~yiaW_1~~~yiaW_2,15355599,15356547,474
N_uup~~~uup_3~~~uup_2~~~uup_1,15356547,15356573,13
G_uup~~~uup_3~~~uup_2~~~uup_1,15356573,15360383,1905
N_hdfR_3~~~tfdR~~~tsaR_1~~~hdfR_1~~~tsaR_2~~~tfdS~~~tsaR,15360383,15370993,5305
G_hdfR_3~~~tfdR~~~tsaR_1~~~hdfR_1~~~tsaR_2~~~tfdS~~~tsaR,15370993,15372877,942
N_potB_1~~~potB_2~~~potB,15372877,15376157,1640
G_potB_1~~~potB_2~~~potB,15376157,15377915,879
N_pqiB_1~~~pqiB_2~~~pqiB,15377915,15378375,230
G_pqiB_1~~~pqiB_2~~~pqiB,15378375,15381651,1638
N_apaH~~~apaH_1~~~apaH_2,15381651,15381665,7
G_apaH~~~apaH_1~~~apaH_2,15381665,15383357,846
N_rbsK_2~~~rbsK_1~~~rbsK_3~~~rbsK,15383357,15383611,127
G_rbsK_2~~~rbsK_1~~~rbsK_3~~~rbsK,15383611,15385465,927
N_fixB~~~fixB_3~~~fixB_2~~~fixB_1,15385465,15385497,16
G_fixB~~~fixB_3~~~fixB_2~~~fixB_1,15385497,15387375,939
N_group_31821,15387375,15387929,277
G_group_31821,15387929,15388271,171
N_lpxP~~~lpxP_1~~~lpxP_2,15388271,15389617,673
G_lpxP~~~lpxP_1~~~lpxP_2,15389617,15391453,918
N_group_30113,15391453,15395771,2159
G_group_30113,15395771,15397019,624
N_srlB,15397019,15397041,11
G_srlB,15397041,15397779,369
N_lon_2~~~lon_4~~~lon_1,15397779,15402097,2159
G_lon_2~~~lon_4~~~lon_1,15402097,15405613,1758
N_rlmL_1~~~rlmL_2~~~rlmL~~~rlmL_3,15405613,15409059,1723
G_rlmL_1~~~rlmL_2~~~rlmL~~~rlmL_3,15409059,15413271,2106
N_rbsB_3~~~rbsB_2~~~rbsB_4~~~rbsB~~~rbsB_1,15413271,15413323,26
G_rbsB_3~~~rbsB_2~~~rbsB_4~~~rbsB~~~rbsB_1,15413323,15415099,888
N_ugd~~~ugd_2~~~ugd_1~~~wecC_2~~~wecC_1~~~ugd_3,15415099,15416569,735
G_ugd~~~ugd_2~~~ugd_1~~~wecC_2~~~wecC_1~~~ugd_3,15416569,15418897,1164
N_rmf,15418897,15420531,817
G_rmf,15420531,15420861,165
N_group_2588,15420861,15422955,1047
G_group_2588,15422955,15423537,291
N_rpnD~~~rpnA,15423537,15427899,2181
G_rpnD~~~rpnA,15427899,15429909,1005
N_pqiA~~~pqiA_1~~~pqiA_2,15429909,15430171,131
G_pqiA~~~pqiA_1~~~pqiA_2,15430171,15432673,1251
N_fixA~~~fixA_2~~~fixA_1~~~fixA_3,15432673,15451191,9259
G_fixA~~~fixA_2~~~fixA_1~~~fixA_3,15451191,15452727,768
N_ycbX~~~ycbX_2~~~ycbX_1,15452727,15469471,8372
G_ycbX~~~ycbX_2~~~ycbX_1,15469471,15471685,1107
N_eutS~~~eutS_2~~~eutS_1,15471685,15476501,2408
G_eutS~~~eutS_2~~~eutS_1,15476501,15477167,333
N_hyaB_2~~~hyaB_1~~~hyaB,15477167,15480765,1799
G_hyaB_2~~~hyaB_1~~~hyaB,15480765,15484347,1791
N_zapC~~~zapC_2~~~zapC_1,15484347,15484699,176
G_zapC~~~zapC_2~~~zapC_1,15484699,15485779,540
G_group_30112,15485779,15489055,1638
N_oxc~~~oxc_2~~~oxc_1,15489055,15489165,55
G_oxc~~~oxc_2~~~oxc_1,15489165,15492657,1746
N_group_22382,15492657,15492799,71
G_group_22382,15492799,15494683,942
N_lgoD~~~lgoD_2~~~lgoD_1,15494683,15501743,3530
G_lgoD~~~lgoD_2~~~lgoD_1,15501743,15503789,1023
N_caiC_2~~~caiC~~~caiC_1~~~caiC_5,15503789,15514759,5485
G_caiC_2~~~caiC~~~caiC_1~~~caiC_5,15514759,15517969,1605
N_potF~~~potF_1~~~potF_2,15517969,15518675,353
G_potF~~~potF_1~~~potF_2,15518675,15520895,1110
N_tdcB~~~tdcB_1~~~tdcB_2,15520895,15523111,1108
G_tdcB~~~tdcB_1~~~tdcB_2,15523111,15525085,987
N_tsr~~~tsr_2~~~tsr_1,15525085,15540679,7797
G_tsr~~~tsr_2~~~tsr_1,15540679,15544003,1662
N_group_31028,15544003,15548207,2102
G_group_31028,15548207,15548819,306
N_tdcC_2~~~tdcC_1~~~tdcC,15548819,15548865,23
G_tdcC_2~~~tdcC_1~~~tdcC,15548865,15551523,1329
N_chbC~~~chbC_1~~~chbC_2~~~chbC_3,15551523,15551711,94
G_chbC~~~chbC_1~~~chbC_2~~~chbC_3,15551711,15554423,1356
N_ybjL~~~aspT_2~~~ybjL_1~~~ybjL_2,15554423,15555779,678
G_ybjL~~~aspT_2~~~ybjL_1~~~ybjL_2,15555779,15559145,1683
N_yjiA_2~~~yjiA_1~~~yjiA,15559145,15559169,12
G_yjiA_2~~~yjiA_1~~~yjiA,15559169,15561077,954
N_group_32456,15561077,15561283,103
G_group_32456,15561283,15561553,135
N_cusF~~~cusF_2~~~cusF_1,15561553,15561901,174
G_cusF~~~cusF_2~~~cusF_1,15561901,15562561,330
N_btsT_2~~~btsT_1~~~btsT~~~btsT_3,15562561,15567069,2254
G_btsT_2~~~btsT_1~~~btsT~~~btsT_3,15567069,15571365,2148
N_group_14644,15571365,15571629,132
G_group_14644,15571629,15572031,201
N_csgG~~~csgG_1~~~csgG_2,15572031,15572593,281
G_csgG~~~csgG_1~~~csgG_2,15572593,15574255,831
N_gltC_1~~~hcaR_1~~~cynR_3~~~cynR_4~~~tsaR_3~~~gltC_2~~~gltC~~~argP_1,15574255,15585279,5512
G_gltC_1~~~hcaR_1~~~cynR_3~~~cynR_4~~~tsaR_3~~~gltC_2~~~gltC~~~argP_1,15585279,15587109,915
N_gabT_1~~~gabT_2~~~gabT,15587109,15587139,15
G_gabT_1~~~gabT_2~~~gabT,15587139,15589695,1278
N_dlsT~~~dlsT_1~~~dlsT_2~~~tdcC_2,15589695,15590249,277
G_dlsT~~~dlsT_1~~~dlsT_2~~~tdcC_2,15590249,15592907,1329
N_group_34233,15592907,15596441,1767
G_group_34233,15596441,15596921,240
N_group_32616,15596921,15599011,1045
G_group_32616,15599011,15599341,165
N_tdcD~~~tdcD_2~~~tdcD_1,15599341,15599395,27
G_tdcD~~~tdcD_2~~~tdcD_1,15599395,15601807,1206
N_chaB,15601807,15611671,4932
G_chaB,15611671,15612127,228
N_gudD_1~~~gudD~~~gudD_3~~~gudD_2,15612127,15612645,259
G_gudD_1~~~gudD~~~gudD_3~~~gudD_2,15612645,15615381,1368
N_glaH~~~glaH_1~~~glaH_2,15615381,15626263,5441
G_glaH~~~glaH_1~~~glaH_2,15626263,15628213,975
N_lhgD_1~~~lhgD~~~lhgD_2,15628213,15628255,21
G_lhgD_1~~~lhgD~~~lhgD_2,15628255,15630787,1266
N_eamA~~~eamA_2~~~eamA_1,15630787,15634447,1830
G_eamA~~~eamA_2~~~eamA_1,15634447,15636241,897
N_potA_2~~~potA_1~~~potA_3,15636241,15636653,206
G_potA_2~~~potA_1~~~potA_3,15636653,15638915,1131
N_group_31234,15638915,15639021,53
G_group_31234,15639021,15639267,123
N_yfcS_1~~~yfcS~~~yfcS_2,15639267,15639315,24
G_yfcS_1~~~yfcS~~~yfcS_2,15639315,15640827,756
N_yhiM~~~yhiM_2~~~yhiM_1,15640827,15663465,11319
G_yhiM~~~yhiM_2~~~yhiM_1,15663465,15665595,1065
N_malT~~~malT_2~~~malT_1~~~malT_3,15665595,15676043,5224
G_malT~~~malT_2~~~malT_1~~~malT_3,15676043,15681695,2826
N_erfK~~~erfK_1~~~erfK_2,15681695,15681821,63
G_erfK~~~erfK_1~~~erfK_2,15681821,15683687,933
N_group_273,15683687,15683693,3
G_group_273,15683693,15684167,237
N_emrY~~~emrY_2~~~emrY_1,15684167,15684453,143
G_emrY~~~emrY_2~~~emrY_1,15684453,15687525,1536
N_cobT~~~cobT_1~~~cobT_3~~~cobT_2~~~cobT_4,15687525,15687551,13
G_cobT~~~cobT_1~~~cobT_3~~~cobT_2~~~cobT_4,15687551,15689705,1077
N_group_32753,15689705,15691643,969
G_group_32753,15691643,15692069,213
N_ydcV_1,15692069,15692089,10
G_ydcV_1,15692089,15693775,843
N_nhoA~~~nhoA_3~~~nhoA_2~~~nhoA_1,15693775,15697131,1678
G_nhoA~~~nhoA_3~~~nhoA_2~~~nhoA_1,15697131,15698817,843
N_preA_1~~~preA_2~~~preA,15698817,15699919,551
G_preA_1~~~preA_2~~~preA,15699919,15702385,1233
N_mglC_1~~~mglC~~~mglC_2,15702385,15702417,16
G_mglC_1~~~mglC~~~mglC_2,15702417,15704433,1008
N_group_1854,15704433,15705125,346
G_group_1854,15705125,15705719,297
N_group_1482,15705719,15705731,6
G_group_1482,15705731,15706241,255
N_folA,15706241,15706629,194
G_folA,15706629,15707853,612
N_pdeB~~~pdeB_1~~~pdeB_2,15707853,15710887,1517
G_pdeB~~~pdeB_1~~~pdeB_2,15710887,15714145,1629
N_cof~~~decR_1~~~cof_2~~~cof_1,15714145,15719383,2619
G_cof~~~decR_1~~~cof_2~~~cof_1,15719383,15721117,867
N_group_35075,15721117,15722641,762
G_group_35075,15722641,15723073,216
N_cusR_2~~~cusR~~~cusR_1,15723073,15739089,8008
G_cusR_2~~~cusR~~~cusR_1,15739089,15740451,681
N_arfB~~~prfB_1~~~prfB_2,15740451,15741783,666
G_arfB~~~prfB_1~~~prfB_2,15741783,15742923,570
N_mdlB_2~~~mdlB~~~mdlB_1,15742923,15744309,693
G_mdlB_2~~~mdlB~~~mdlB_1,15744309,15747867,1779
N_yheI~~~yheI_2~~~yheI_1~~~yheI_3~~~btuD_5,15747867,15749151,642
G_yheI~~~yheI_2~~~yheI_1~~~yheI_3~~~btuD_5,15749151,15752703,1776
N_group_15279,15752703,15753135,216
G_group_15279,15753135,15753747,306
N_speG~~~speG_1~~~speG_2,15753747,15753871,62
G_speG~~~speG_1~~~speG_2,15753871,15754987,558
N_evgS_1~~~evgS_2~~~evgS_4~~~evgS_3~~~evgS,15754987,15755101,57
G_evgS_1~~~evgS_2~~~evgS_4~~~evgS_3~~~evgS,15755101,15762283,3591
N_cusC_2~~~cusC_1~~~cusC_3~~~cusC~~~cusC_4,15762283,15845339,41528
G_cusC_2~~~cusC_1~~~cusC_3~~~cusC~~~cusC_4,15845339,15848099,1380
N_mepH_1~~~mepH_2,15848099,15851969,1935
G_mepH_1~~~mepH_2,15851969,15853523,777
N_nlpA~~~nlpA_1~~~nlpA_2,15853523,15878603,12540
G_nlpA~~~nlpA_1~~~nlpA_2,15878603,15880235,816
N_group_1457,15880235,15896371,8068
G_group_1457,15896371,15897049,339
N_cusS~~~cusS_3~~~cusS_2~~~cusS_1~~~cusS_4,15897049,15913065,8008
G_cusS~~~cusS_3~~~cusS_2~~~cusS_1~~~cusS_4,15913065,15915957,1446
N_group_32848,15915957,15917009,526
G_group_32848,15917009,15917489,240
N_lacZ~~~lacI_2~~~lacZ_1~~~lacI~~~lacZ_2~~~lacZ_3,15917489,15920285,1398
G_lacZ~~~lacI_2~~~lacZ_1~~~lacI~~~lacZ_2~~~lacZ_3,15920285,15926429,3072
N_group_2992,15926429,15947843,10707
G_group_2992,15947843,15949331,744
N_ssuD~~~ssuC_2~~~ssuD_2~~~ssuD_1~~~ssuC_1~~~ssuC_3,15949331,15968313,9491
G_ssuD~~~ssuC_2~~~ssuD_2~~~ssuD_1~~~ssuC_1~~~ssuC_3,15968313,15971097,1392
G_galE_1~~~galE_2~~~galT~~~galT_2~~~hldD_2,15971097,15973719,1311
N_modE~~~modE_1~~~modE_2,15973719,15979659,2970
G_modE~~~modE_1~~~modE_2,15979659,15981231,786
N_modC~~~btuD_1~~~btuD_3,15981231,15981237,3
G_modC~~~btuD_1~~~btuD_3,15981237,15983379,1071
N_group_33960,15983379,15985269,945
G_group_33960,15985269,15986811,771
N_group_32737,15986811,15986999,94
G_group_32737,15986999,15989483,1242
N_group_32143,15989483,16005771,8144
G_group_32143,16005771,16006065,147
N_modF~~~modF_1~~~modF_2,16006065,16006203,69
G_modF~~~modF_1~~~modF_2,16006203,16009143,1470
G_modB,16009143,16010517,687
N_ybhA_1~~~ybhA_2~~~ybhA,16010517,16013067,1275
G_ybhA_1~~~ybhA_2~~~ybhA,16013067,16014699,816
N_gnd~~~gnd_1~~~gnd_2~~~gnd_3,16014699,16018069,1685
G_gnd~~~gnd_1~~~gnd_2~~~gnd_3,16018069,16020877,1404
N_ssuB~~~btuD_3~~~ssuB_2~~~ssuB_1,16020877,16020965,44
G_ssuB~~~btuD_3~~~ssuB_2~~~ssuB_1,16020965,16022495,765
N_fiu~~~fiu_2~~~fiu_1,16022495,16023301,403
G_fiu~~~fiu_2~~~fiu_1,16023301,16027861,2280
N_pphB~~~pphB_1~~~pphB_2,16027861,16028171,155
G_pphB~~~pphB_1~~~pphB_2,16028171,16029503,666
N_group_241,16029503,16063381,16939
G_group_241,16063381,16067173,1896
N_group_34722,16067173,16092223,12525
G_group_34722,16092223,16092547,162
N_gpr~~~gpr_2~~~gpr_3,16092547,16111197,9325
G_gpr~~~gpr_2~~~gpr_3,16111197,16113621,1212
N_caiD_1~~~caiD~~~caiD_2,16113621,16113881,130
G_caiD_1~~~caiD~~~caiD_2,16113881,16115447,783
N_group_30918,16115447,16128819,6686
G_group_30918,16128819,16133301,2241
N_group_29616,16133301,16133407,53
G_group_29616,16133407,16133767,180
N_group_28985,16133767,16166367,16300
G_group_28985,16166367,16166799,216
N_galK_2~~~galK~~~galK_1,16166799,16168919,1060
G_galK_2~~~galK~~~galK_1,16168919,16171211,1146
N_flr,16171211,16176365,2577
G_flr,16176365,16177505,570
N_group_1676,16177505,16177897,196
G_group_1676,16177897,16179889,996
N_ssuA~~~ssuA_2~~~ssuA_1~~~ssuD_1,16179889,16198871,9491
G_ssuA~~~ssuA_2~~~ssuA_1~~~ssuD_1,16198871,16200785,957
N_osmC~~~osmC_1~~~osmC_2,16200785,16212667,5941
G_osmC~~~osmC_1~~~osmC_2,16212667,16213525,429
N_dhaL~~~dhaK~~~dhaK_2,16213525,16219831,3153
G_dhaL~~~dhaK~~~dhaK_2,16219831,16221967,1068
N_group_34078,16221967,16230705,4369
G_group_34078,16230705,16231359,327
N_proB_1~~~proB_2~~~proB,16231359,16234127,1384
G_proB_1~~~proB_2~~~proB,16234127,16236533,1203
N_mglA_2~~~mglA_3~~~mglA_1~~~mglA_4,16236533,16236657,62
G_mglA_2~~~mglA_3~~~mglA_1~~~mglA_4,16236657,16239693,1518
G_lldD~~~lldD_1~~~lldD_2,16239693,16242339,1323
N_rcsD~~~rcsD_2~~~rcsD_3~~~rcsD_1,16242339,16261013,9337
G_rcsD~~~rcsD_2~~~rcsD_3~~~rcsD_1,16261013,16266353,2670
N_rcsB_3~~~rcsB_1~~~rcsB~~~rcsB_2,16266353,16266389,18
G_rcsB_3~~~rcsB_1~~~rcsB~~~rcsB_2,16266389,16267685,648
N_arcB_2~~~arcB~~~arcB_1,16267685,16267879,97
G_arcB_2~~~arcB~~~arcB_1,16267879,16272547,2334
G_yhjJ_2~~~yhjJ_1,16272547,16278445,2949
N_leuC_2~~~leuC_1~~~leuC_3,16278445,16278967,261
G_leuC_2~~~leuC_1~~~leuC_3,16278967,16283485,2259
N_group_2194,16283485,16285277,896
G_group_2194,16285277,16286069,396
N_rspA_1~~~rspA_2~~~rspA~~~rspA_3~~~dgoD_2~~~dgoD_1,16286069,16286483,207
G_rspA_1~~~rspA_2~~~rspA~~~rspA_3~~~dgoD_2~~~dgoD_1,16286483,16288907,1212
G_group_270,16288907,16291457,1275
N_proA_2~~~proA_1~~~proA_3~~~proA,16291457,16291625,84
G_proA_2~~~proA_1~~~proA_3~~~proA,16291625,16294127,1251
N_tuf~~~tufB_2~~~tufB_1~~~tufB~~~tuf_1~~~tuf1~~~tufB_4~~~tuf1_2,16294127,16297959,1916
G_tuf~~~tufB_2~~~tufB_1~~~tufB~~~tuf_1~~~tuf1~~~tufB_4~~~tuf1_2,16297959,16300323,1182
N_rhmA~~~rhmA_1~~~rhmA_2,16300323,16317065,8371
G_rhmA~~~rhmA_1~~~rhmA_2,16317065,16318667,801
N_torS~~~torS_2~~~torS_1~~~torS_3,16318667,16320949,1141
G_torS~~~torS_2~~~torS_1~~~torS_3,16320949,16326373,2712
N_pepN~~~pepN_1~~~pepN_2,16326373,16341645,7636
G_pepN~~~pepN_1~~~pepN_2,16341645,16346865,2610
G_narW~~~narW_1~~~narW_2,16346865,16348251,693
N_exbB~~~tolQ_2,16348251,16352809,2279
G_exbB~~~tolQ_2,16352809,16355149,1170
N_dsdA~~~dsdA_1~~~dsdA_2~~~dsdA_3,16355149,16359399,2125
G_dsdA~~~dsdA_1~~~dsdA_2~~~dsdA_3,16359399,16362057,1329
N_rcdA~~~rcdA_2~~~rcdA_1,16362057,16368651,3297
G_rcdA~~~rcdA_2~~~rcdA_1,16368651,16369719,534
N_lplT_2~~~lplT_1~~~lplT,16369719,16372969,1625
